experiment,model,seed,split,rows,positives,positive_share,threshold,roc_auc,pr_auc,precision,recall,f1,tn,fp,fn,tp,target
test_broader_targets4,logistic_l2,42,train,17197,1529,0.08891085654474618,0.6045014332620098,0.9538675973139841,0.7328562833844084,0.5276647681041498,0.8482668410725964,0.6506144971156258,14507,1161,232,1297,failure_pressure_conservative_next_4obs
test_broader_targets4,logistic_l2,42,validation,6043,787,0.13023332781730929,0.6045014332620098,0.7735268122206557,0.38218503373983687,0.2825775656324582,0.7522236340533672,0.4108258154059681,3753,1503,195,592,failure_pressure_conservative_next_4obs
test_broader_targets4,logistic_l2,42,test,4412,514,0.11650045330915684,0.6045014332620098,0.8942219196515024,0.5761615852200102,0.11867928884784114,1.0,0.21217750257997933,81,3817,0,514,failure_pressure_conservative_next_4obs
test_broader_targets4,random_forest,42,train,17197,1529,0.08891085654474618,0.370408968457562,0.9975908706042801,0.9739007830419163,0.7336852207293666,1.0,0.8463880431774148,15113,555,0,1529,failure_pressure_conservative_next_4obs
test_broader_targets4,random_forest,42,validation,6043,787,0.13023332781730929,0.370408968457562,0.9336018713531725,0.7272229756313487,0.6497747747747747,0.7331639135959339,0.6889552238805969,4945,311,210,577,failure_pressure_conservative_next_4obs
test_broader_targets4,random_forest,42,test,4412,514,0.11650045330915684,0.370408968457562,0.9355051877347059,0.7380241564295236,0.6572379367720466,0.7684824902723736,0.7085201793721974,3692,206,119,395,failure_pressure_conservative_next_4obs
test_broader_targets4,random_forest,202,train,17197,1529,0.08891085654474618,0.34533646466379025,0.9974080382455239,0.9716409850603149,0.7091836734693877,1.0,0.8298507462686567,15041,627,0,1529,failure_pressure_conservative_next_4obs
test_broader_targets4,random_forest,202,validation,6043,787,0.13023332781730929,0.34533646466379025,0.9313071622387387,0.7260317391252022,0.6263157894736842,0.7560355781448539,0.6850892343120322,4901,355,192,595,failure_pressure_conservative_next_4obs
test_broader_targets4,random_forest,202,test,4412,514,0.11650045330915684,0.34533646466379025,0.9358944924365082,0.7417657121218626,0.6319018404907976,0.8015564202334631,0.706689536878216,3658,240,102,412,failure_pressure_conservative_next_4obs
test_broader_targets4,random_forest,777,train,17197,1529,0.08891085654474618,0.3300529859752385,0.9974018603484701,0.9715961663661684,0.6931097008159565,1.0,0.8187416331994645,14991,677,0,1529,failure_pressure_conservative_next_4obs
test_broader_targets4,random_forest,777,validation,6043,787,0.13023332781730929,0.3300529859752385,0.9334396558226431,0.7282007298343697,0.6080550098231827,0.7865311308767471,0.6858725761772854,4857,399,168,619,failure_pressure_conservative_next_4obs
test_broader_targets4,random_forest,777,test,4412,514,0.11650045330915684,0.3300529859752385,0.9382003741318006,0.7438151576994716,0.6092619392185239,0.8190661478599222,0.6987551867219917,3628,270,93,421,failure_pressure_conservative_next_4obs
test_broader_targets4,gradient_boosting,42,train,17197,1529,0.08891085654474618,0.7585440071973639,0.9786826444338067,0.8334806878561398,0.6798523206751055,0.843034663178548,0.7527007299270073,15061,607,240,1289,failure_pressure_conservative_next_4obs
test_broader_targets4,gradient_boosting,42,validation,6043,787,0.13023332781730929,0.7585440071973639,0.9330032936279999,0.7100973035426986,0.63954802259887,0.7191867852604829,0.6770334928229665,4937,319,221,566,failure_pressure_conservative_next_4obs
test_broader_targets4,gradient_boosting,42,test,4412,514,0.11650045330915684,0.7585440071973639,0.9382792332893453,0.7226097503308775,0.6313213703099511,0.7529182879377432,0.686779059449867,3672,226,127,387,failure_pressure_conservative_next_4obs
test_broader_targets4,gradient_boosting,202,train,17197,1529,0.08891085654474618,0.7769671345485359,0.9786826444338067,0.8334806878561398,0.6943685073810826,0.8306082406801831,0.7564026206075045,15109,559,259,1270,failure_pressure_conservative_next_4obs
test_broader_targets4,gradient_boosting,202,validation,6043,787,0.13023332781730929,0.7769671345485359,0.9327932112196093,0.7110153253120036,0.6551312649164678,0.6975857687420585,0.6756923076923077,4967,289,238,549,failure_pressure_conservative_next_4obs
test_broader_targets4,gradient_boosting,202,test,4412,514,0.11650045330915684,0.7769671345485359,0.9384139926091999,0.725889057289002,0.6469594594594594,0.745136186770428,0.6925858951175407,3689,209,131,383,failure_pressure_conservative_next_4obs
test_broader_targets4,gradient_boosting,777,train,17197,1529,0.08891085654474618,0.7712996351624266,0.9786826444338067,0.8334806878561398,0.6903086085544126,0.8338783518639634,0.7553317535545023,15096,572,254,1275,failure_pressure_conservative_next_4obs
test_broader_targets4,gradient_boosting,777,validation,6043,787,0.13023332781730929,0.7712996351624266,0.9328700883264772,0.7106611297754175,0.6488991888760139,0.7115628970775095,0.6787878787878788,4953,303,227,560,failure_pressure_conservative_next_4obs
test_broader_targets4,gradient_boosting,777,test,4412,514,0.11650045330915684,0.7712996351624266,0.938834741152302,0.7210185476081024,0.64,0.7470817120622568,0.6894075403949731,3682,216,130,384,failure_pressure_conservative_next_4obs
test_broader_targets4,logistic_l2,42,train,17164,3272,0.19063155441621998,0.5905019294267579,0.9639796382431851,0.8404404215641189,0.6851471594798083,0.9177872860635696,0.7845852384062703,12512,1380,269,3003,success_composite_strict_next_4obs
test_broader_targets4,logistic_l2,42,validation,6012,1003,0.166833000665336,0.5905019294267579,0.9168780342940036,0.6340020967940192,0.5444887118193891,0.8175473579262214,0.6536468712634516,4323,686,183,820,success_composite_strict_next_4obs
test_broader_targets4,logistic_l2,42,test,4350,788,0.1811494252873563,0.5905019294267579,0.9241254271683336,0.6542996266623576,0.6651718983557549,0.5647208121827412,0.6108442004118052,3338,224,343,445,success_composite_strict_next_4obs
test_broader_targets4,random_forest,42,train,17164,3272,0.19063155441621998,0.44409974677393876,0.9974070624805961,0.9890159044737765,0.8493329845670939,0.992359413202934,0.915292459478506,13316,576,25,3247,success_composite_strict_next_4obs
test_broader_targets4,random_forest,42,validation,6012,1003,0.166833000665336,0.44409974677393876,0.9664508172428214,0.8478232701344887,0.7146361406377759,0.8713858424725822,0.7852650494159927,4660,349,129,874,success_composite_strict_next_4obs
test_broader_targets4,random_forest,42,test,4350,788,0.1811494252873563,0.44409974677393876,0.960307546949327,0.8042268892171179,0.7036659877800407,0.8769035532994924,0.7807909604519774,3271,291,97,691,success_composite_strict_next_4obs
test_broader_targets4,random_forest,202,train,17164,3272,0.19063155441621998,0.4821904286778677,0.9973690245463256,0.9888657542816992,0.8701716738197425,0.991442542787286,0.9268571428571428,13408,484,28,3244,success_composite_strict_next_4obs
test_broader_targets4,random_forest,202,validation,6012,1003,0.166833000665336,0.4821904286778677,0.9661779285819921,0.8522741608054103,0.74644128113879,0.8364905284147557,0.7889045604137283,4724,285,164,839,success_composite_strict_next_4obs
test_broader_targets4,random_forest,202,test,4350,788,0.1811494252873563,0.4821904286778677,0.9593741182305042,0.8015674949531078,0.7331118493909191,0.8401015228426396,0.7829686575990539,3321,241,126,662,success_composite_strict_next_4obs
test_broader_targets4,random_forest,777,train,17164,3272,0.19063155441621998,0.42550001899080503,0.9973981304960305,0.9889763044444685,0.8370236869207003,0.9935819070904646,0.9086081609837897,13259,633,21,3251,success_composite_strict_next_4obs
test_broader_targets4,random_forest,777,validation,6012,1003,0.166833000665336,0.42550001899080503,0.9656548422211902,0.8491777316159911,0.7068690095846646,0.8823529411764706,0.7849223946784923,4642,367,118,885,success_composite_strict_next_4obs
test_broader_targets4,random_forest,777,test,4350,788,0.1811494252873563,0.42550001899080503,0.9587424506280336,0.7949114835076583,0.692154915590864,0.8845177664974619,0.7766016713091922,3252,310,91,697,success_composite_strict_next_4obs
test_broader_targets4,gradient_boosting,42,train,17164,3272,0.19063155441621998,0.7160429247303615,0.9821783697957769,0.9167497202606205,0.8190449595085172,0.8963936430317848,0.8559754851889684,13244,648,339,2933,success_composite_strict_next_4obs
test_broader_targets4,gradient_boosting,42,validation,6012,1003,0.166833000665336,0.7160429247303615,0.9644848644324563,0.8475625580251364,0.7330396475770925,0.8295114656031904,0.7782974742750234,4706,303,171,832,success_composite_strict_next_4obs
test_broader_targets4,gradient_boosting,42,test,4350,788,0.1811494252873563,0.7160429247303615,0.96181759947785,0.8125304277406901,0.7207303974221267,0.8515228426395939,0.7806864456079116,3302,260,117,671,success_composite_strict_next_4obs
test_broader_targets4,gradient_boosting,202,train,17164,3272,0.19063155441621998,0.7160429247303615,0.9821783697957769,0.9167497202606205,0.8190449595085172,0.8963936430317848,0.8559754851889684,13244,648,339,2933,success_composite_strict_next_4obs
test_broader_targets4,gradient_boosting,202,validation,6012,1003,0.166833000665336,0.7160429247303615,0.9644265446821843,0.8477561144108875,0.7330396475770925,0.8295114656031904,0.7782974742750234,4706,303,171,832,success_composite_strict_next_4obs
test_broader_targets4,gradient_boosting,202,test,4350,788,0.1811494252873563,0.7160429247303615,0.9617616650088213,0.814191315505157,0.7201291711517761,0.8489847715736041,0.7792661619103086,3302,260,119,669,success_composite_strict_next_4obs
test_broader_targets4,gradient_boosting,777,train,17164,3272,0.19063155441621998,0.7160429247303615,0.9821783697957769,0.9167497202606205,0.8190449595085172,0.8963936430317848,0.8559754851889684,13244,648,339,2933,success_composite_strict_next_4obs
test_broader_targets4,gradient_boosting,777,validation,6012,1003,0.166833000665336,0.7160429247303615,0.9644217676377934,0.8476743770180272,0.7330396475770925,0.8295114656031904,0.7782974742750234,4706,303,171,832,success_composite_strict_next_4obs
test_broader_targets4,gradient_boosting,777,test,4350,788,0.1811494252873563,0.7160429247303615,0.9615952866837486,0.8111050036633531,0.7201291711517761,0.8489847715736041,0.7792661619103086,3302,260,119,669,success_composite_strict_next_4obs
